batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
Batch 5,state_secretariat_location,Do I need to visit the state secretariat during service or only the LGA office?,Not covered,-,https://www.nysc.gov.ng/secretariat.html,,Not addressed as its own intent previously.,original,S-1137,
Batch 5,term_lookup,What does PPA mean in NYSC?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1138,
Batch 5,cds_general,What is a CDS group?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1139,
Batch 5,term_lookup,What does LGI stand for?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1140,
Batch 5,term_lookup,What is a state code in NYSC?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1141,
Batch 5,term_lookup,What does PV mean on the NYSC portal?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1142,
Batch 5,nysc_terminology_corper,"What is the meaning of ""corper""?",Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1143,
Batch 5,term_lookup,What does SAED stand for?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1144,
Batch 5,term_lookup,Is there a full list of NYSC abbreviations somewhere?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1145,
Batch 5,term_lookup,What does my institution code mean on my documents?,Not covered,-,,,"New utility intent -- extraction (term/code from message) + dict lookup, not a branching Conditional.",original,S-1146,
Batch 8 (post-audit top-up),camp_kit,Do I need to carry two pairs of white shoes to camp?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,Is it worth buying a rubber sneaker as backup for when it rains?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,"Should I get canvas and also rubber, or just one is enough?",Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,"I'm posted to a rainy state, do I need extra shoes for camp?",Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,Na must to get two white shoes or one can work?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,Will laundry day mess up my only pair of white sneakers if I dont have a spare?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,Is bringing a spare pair of sneakers a waste of money?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),camp_kit,Do camp officials expect you to have a backup pair of white shoes?,Not covered,-,,,User-sourced this pass.,original,S-0001,
Batch 8 (post-audit top-up),dssc_during_service,Can I apply for DSSC while still serving my NYSC year?,Not covered,-,,,User-sourced this pass.,original,S-1155,
Batch 8 (post-audit top-up),dssc_during_service,Does Army DSSC accept people who haven't finished NYSC yet?,Not covered,-,,,User-sourced this pass.,original,S-1156,
Batch 8 (post-audit top-up),dssc_during_service,"I want to apply for Navy DSSC, do I need my discharge certificate first?",Not covered,-,,,User-sourced this pass.,original,S-1157,
Batch 8 (post-audit top-up),dssc_during_service,Can a corper apply for Air Force DSSC before service ends?,Not covered,-,,,User-sourced this pass.,original,S-1158,
Batch 8 (post-audit top-up),dssc_during_service,"If Im currently serving, fit person apply for DSSC straight from camp or corper lodge?",Not covered,-,,,User-sourced this pass.,original,S-1159,
Batch 8 (post-audit top-up),dssc_during_service,Is exemption letter enough for DSSC application or must it be discharge certificate?,Not covered,-,,,User-sourced this pass.,original,S-1160,
Batch 8 (post-audit top-up),dssc_during_service,Can I start the DSSC application process before my passing out parade?,Not covered,-,,,User-sourced this pass.,original,S-1161,
chitchat_fix,out_of_scope,What's the weather like today?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1162,
chitchat_fix,out_of_scope,Can you help me with my homework?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1163,
chitchat_fix,out_of_scope,Who won the match yesterday?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1164,
chitchat_fix,out_of_scope,What's a good recipe for jollof rice?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1165,
chitchat_fix,out_of_scope,Can you write code for me?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1166,
chitchat_fix,out_of_scope,What's happening in the news today?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1167,
chitchat_fix,out_of_scope,Can you help me fix my laptop?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1168,
chitchat_fix,out_of_scope,What's the capital of France?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1169,
chitchat_fix,general_meta_about_nysc,Can I do NYSC in Ghana instead?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1170,
chitchat_fix,out_of_scope,Does NYSC exist in other African countries?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1171,
chitchat_fix,out_of_scope,Can I use my WAEC result for a UK visa?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1172,
chitchat_fix,out_of_scope,What's the best university in Nigeria?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1173,
chitchat_fix,out_of_scope,How do I apply for a US visa?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1174,
chitchat_fix,out_of_scope,Can you help me write a CV?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1175,
chitchat_fix,out_of_scope,What stocks should I invest in?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1176,
chitchat_fix,out_of_scope,How do I start a business in Nigeria?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1177,
chitchat_fix,out_of_scope,What's the exchange rate today?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1178,
chitchat_fix,out_of_scope,Can you recommend a good movie?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1179,
chitchat_fix,out_of_scope,How do I get a Nigerian passport?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1180,
chitchat_fix,out_of_scope,What's JAMB's cut-off mark for medicine?,,,,,"Non-NYSC topic, needed so classifier can learn to predict out_of_scope at all.",original,S-1181,
sourced,camp_kit,Is it a must to wear waist pouch??,Not covered,,,,,sourced,S-1182,NL-242
sourced,camp_kit,must it be waist pouch...coz wot I own is a small backpack....and its actually camou,Not covered,,,,,sourced,S-0610,NL-243
sourced,camp_items_allowed,are head phones allowed??,Not covered,,,,,sourced,S-1184,NL-245
sourced,logistics_belongings_mixed_up,Your clothes will hardly get stolen... how can I avoid my clothes getting mixed up or stolen?,Not covered,,,,,sourced,S-1185,NL-248
sourced,camp_visitors,can you visit somebody in camp to give him some money?,,,,,,sourced,S-1186,NL-249
sourced,bereavement_family_emergency,please i want to leave camp to go for the burial of my dad on November 17. But we will still be in camp then. how do i obtain permission. please advise,,,,,,sourced,S-1187,NL-250
sourced,bereavement_family_emergency,"While in camp, can someone be granted permission to attend to an urgent issue, say Exam. Scholarship exams, jamb, Direct entry exam, post utme etc",,,,,,sourced,S-1188,NL-251
sourced,service_extension,"For those whose service year is extended,would they still be paid allowee?",,,,,,sourced,S-1189,NL-252
sourced,state_code_meaning,what is the meaning of RV/12A/0074?,,,,,,sourced,S-1190,NL-253
sourced,state_code_meaning,what is the meaning of the state code on the NYSC form?,,,,,,sourced,S-1191,NL-254
sourced,cds_general,"Is it important to attend CDS, some LGI will ask the CDS president to submit your attendance before your final clearance. If you can't attend for whatsoever reason get someone that will write your name in your absence",,,,,,sourced,S-1192,NL-255
sourced,cds_general,"If one doesn't go for general CDS but goes to thumbprint and do monthly clearance, will there be any issue?",,,,,,sourced,S-1193,NL-256
sourced,postgraduate_study_during_service,pls who knows if I can be admitted for PGD during my service year??,,,,,,sourced,S-1194,NL-257
sourced,postgraduate_study_during_service,I am a final year polytechnic student looking for a school that is not that expensive do my PGD. Can I do it while serving (NYSC)?,,,,,,sourced,S-1195,NL-258
sourced,professional_study_during_service,Can I get info on any certified courses I can run as a corper?,,,,,,sourced,S-1196,NL-259
sourced,professional_study_during_service,"What has been the advantage of going for those courses? Please what can you say about going for HSE now? I need the advice before paying #19,500 for a course that 'may' not be of help to me at all.",,,,,,sourced,S-1197,NL-260
sourced,service_extension,Miss CDS for 1 month -- extension and half pay?,,,,,,sourced,S-1198,NL-261
sourced,service_extension,"How many absences → extension, and how long?",,,,,,sourced,S-1199,NL-262
sourced,decampment,"If someone is decamped from NYSC camp, can he or she be re-mobilized?",,,,,,sourced,S-1200,NL-263
sourced,decampment,"I was mobilized for Batch A Stream 2 but I didn't show up in the camp at all. Now, I want to go with Batch B. How do I go about it?",,,,,,sourced,S-1201,NL-264
sourced,postgraduate_study_during_service,can I do PGD while serving?,,,,,,sourced,S-1202,NL-265
sourced,logistics_laundry,How does one go about washing in camp since clothes get stolen?,Not covered,,,,,sourced,S-1203,NL-266
sourced,camp_kit,How many normal clothes should I go with for camp?,Not covered,,,,,sourced,S-1204,NL-268
sourced,camp_kit,Can I wear mufti in camp?,Not covered,,,,,sourced,S-1204,NL-269
sourced,camp_kit,Can I wear long trouser and wear the white short on it in camp?,Not covered,,,,,sourced,S-1206,NL-270
sourced,camp_kit,How many normal clothes will I go with?,Not covered,,,,,sourced,S-1204,NL-271
sourced,camp_kit,Is it compulsory to go with a bucket?,Not covered,,,,,sourced,S-1208,NL-272
sourced,camp_kit,What other challenges await during registration and camping?,Not covered,,,,,sourced,S-1209,NL-273
sourced,green_card_printing,Green Card printed in black and white -- will it be accepted?,Not covered,,,,,sourced,S-0545,NL-274
sourced,docs_required_at_camp,"I don't have my school ID card, what do I do?",Not covered,,,,,sourced,S-1211,NL-275
sourced,docs_required_at_camp,I lost my school ID card. Will I be registered at camp without it?,Not covered,,,,,sourced,S-0188,NL-276
sourced,state_code_meaning,What does RV mean in a NYSC state code?,,,,,,sourced,S-1213,NL-278
sourced,state_code_meaning,What is the state code for Lagos?,,,,,,sourced,S-1214,NL-279
sourced,direct_posting,Can one pay to secure one's desired PPA just like direct posting? How sure are these things?,Not covered,,,,,sourced,S-1215,NL-280
sourced,ppa_documentation,What does a PPA give you to ensure that they accepted you?,Partial,,,,,sourced,S-1216,NL-281
sourced,ppa_registration_status,Does an organization need to be registered with NYSC before I can request posting there?,Not covered,,,,,sourced,S-0316,NL-282
sourced,postgraduate_study_during_service,Can I do PGD while serving NYSC?,,,,,,sourced,S-1218,NL-283
sourced,service_extension,How many times can I be absent before NYSC gives an extension?,,,,,,sourced,S-1219,NL-284
sourced,service_extension,How long does the extension last?,,,,,,sourced,S-1220,NL-285
sourced,relocation_general_process,I have been relocated to another state. How do I print my relocation letter?,Partial,,,,,sourced,S-0590,NL-286
sourced,relocation_general_process,I have been relocated but the relocation letter is not showing on my dashboard. What should I do?,Partial,,,,,sourced,S-0590,NL-287
sourced,posting_influence,I relocated to another state. Do I need to attach a request letter from the organisation I want to work with?,Partial,,,,,sourced,S-1221,NL-288
sourced,relocation_general_process,I relocated from Taraba to Lagos but I can't print my relocation letter because I haven't been cleared by the State Coordinator. What should I do?,Partial,,,,,sourced,S-0420,NL-289
sourced,relocation_general_process,Can I relocate after I have already spent some time serving in my original state?,Partial,,,,,sourced,S-0257,NL-290
sourced,relocation_general_process,Can I apply for relocation after three months of service?,Partial,,,,,sourced,S-0257,NL-291
sourced,relocation_general_process,"Dashboard only shows insecurity/marital, not health -- can I still relocate on health grounds?",Partial,,,,,sourced,S-1222,NL-292
sourced,posting_influence,Can I be posted to my state of origin?,Not covered,,,,,sourced,S-0282,NL-293
sourced,posting_influence,Can I get posted/direct-posted to my state of origin?,Not covered,,,,,sourced,S-0282,NL-294
sourced,posting_influence,Can I take a request letter from my preferred organisation to camp?,Not covered,,,,,sourced,S-1419,NL-295
sourced,posting_influence,Does only Lagos camp accept PPA request letters?,Not covered,,,,,sourced,S-1226,NL-296
sourced,posting_influence,How can I work out my PPA before I get posted?,Not covered,,,,,sourced,S-1417,NL-297
sourced,post_relocation_process,"After relocation, state code changed but no PPA yet -- do I need to return to the secretariat / what's the sequence?",Partial,,,,,sourced,S-0081,NL-298
sourced,ppa_change_request,"Can I change my PPA even after documentation, or after changing it before?",Not covered,,,,,sourced,S-1421,NL-299
sourced,ppa_documentation,What happens if I don't report to my PPA?,Partial,,,,,sourced,S-1230,NL-300
sourced,ppa_change_request,What should I do if my PPA is far from where I live and I want somewhere closer?,Partial,,,,,sourced,S-0894,NL-301
sourced,post_relocation_process,"After relocation, do I still need to go to the new state's secretariat for documentation?",Partial,,,,,sourced,S-0082,NL-302
sourced,posting_influence,"I have a PPA in mind already, how do I inform NYSC so they don't give me another place?",Not covered,,,,,sourced,S-1417,NL-303
sourced,logistics_arrival_timing,"I redeployed and just got my new call-up letter today, when I'm supposed to be in camp. Is it possible for me to show up at camp a day late? Are there repercussions?",Not covered,,,,,sourced,S-0314,NL-304
sourced,portal_open_registration_window,When is Batch B 2025 registration beginning?,Covered,,,,,sourced,S-1235,NL-305
sourced,ppa_documentation,What is the maximum number of days one can stay before reporting to your PPA?,Partial,,,,,sourced,S-1236,NL-306
sourced,ppa_change_request,Can I change my PPA after acceptance and completion of my file at my Secretariat because the school can't pay me and there is no accommodation?,Not covered,,,,,sourced,S-1422,NL-307
sourced,ppa_change_request,"If I am looking for a PPA in the same LGA, can I change to another school?",Not covered,,,,,sourced,S-0247,NL-308
sourced,cds_general,What if I miss general CDS because I travelled out of town? What's the implication?,,,,,,sourced,S-1239,NL-309
sourced,relocation_general_process,Can I get redeployed after having a PPA if the portal only shows marital and security reasons and I don't have either?,Partial,,,,,sourced,S-1240,NL-310
sourced,post_relocation_process,"After redeployment, do I get the new state's allowance?",Partial,,,,,sourced,S-0467,NL-311
sourced,relocation_general_process,"I was posted to Borno but I'm camping in another state. After camp, will my PPA be in the state where I camped or in my original deployment state?",Partial,,,,,sourced,S-1242,NL-312
sourced,relocation_general_process,Can I redeploy to anywhere I want?,Partial,,,,,sourced,S-0732,NL-313
sourced,allowance_amount,Is the first month allowance paid physically in the NYSC camp?,Not covered,,,,,sourced,S-0079,NL-314
sourced,ppa_accommodation,Do PPAs give free accommodation?,Not covered,,,,,sourced,S-1244,NL-315
sourced,allowance_amount,"When is the transport/local transport allowance paid during orientation camp, and how much is it?",Not covered,,,,,sourced,S-1245,NL-316
sourced,ppa_accommodation,My PPA doesn't provide accommodation. What can I do?,Not covered,,,,,sourced,S-1246,NL-317
sourced,service_abscondment,"Abscond → repeat entire year, or only the absent period?",,,,,,sourced,S-1247,NL-319
sourced,relocation_general_process,Does missed clearance affect a pending relocation application?,Partial,,,,,sourced,S-1248,NL-320
sourced,relocation_general_process,Which state issues a query after relocation -- old or new?,Partial,,,,,sourced,S-1249,NL-321
sourced,jamb_regularization,JAMB regularisation not yet reflected -- advisable to register for NYSC anyway?,Covered,,,,,sourced,S-1250,NL-322
sourced,post_relocation_process,"I relocated to Lagos, my state code has changed, but I still haven't seen my PPA on my dashboard. What should I do?",Not covered,,,,,sourced,S-0081,NL-323
sourced,post_relocation_process,"My clearance has shown absent for last month and this month, I have no PPA and I have not been paid. What should I do?",Not covered,,,,,sourced,S-1252,NL-324
sourced,logistics_arrival_timing,I just got my new call-up letter today when I'm supposed to be in camp. Is it possible for me to show up at camp a day late? Are there repercussions?,Not covered,,,,,sourced,S-0314,NL-325
sourced,ppa_accommodation,Do Federal Government Colleges pay corps members an extra token?,Not covered,,,,,sourced,S-1254,NL-328
sourced,waec_certificate_requirement,WAEC name differs from JAMB/school name by one letter -- will it affect NYSC?,Covered,,,,,sourced,S-1255,NL-329
sourced,relocation_general_process,Can a married woman relocate after 7 months of service?,Partial,,,,,sourced,S-0257,NL-330
sourced,cds_general,I didn't go for clearance between the 1st and 10th because my PPA asked me to wait. What can I do if my LGA clearance is showing absent?,,,,,,sourced,S-1256,NL-331
sourced,relocation_general_process,Where do I report for PPA posting -- old state or new state?,Partial,,,,,sourced,S-1257,NL-332
sourced,relocation_general_process,I applied for after-camp relocation and was told to get clearance from my State Coordinator. What else do I need to do before the print option appears?,Partial,,,,,sourced,S-0420,NL-333
sourced,relocation_general_process,I need help accessing my relocation letter from my portal. What should I do?,Partial,,,,,sourced,S-0590,NL-334
sourced,post_relocation_process,"After relocation, my state code has changed but I don't have a PPA yet. Do I need to go back to NYSC secretariat?",Not covered,,,,,sourced,S-0081,NL-335
sourced,ppa_change_request,Can I change my PPA even if I have already done documentation at my former PPA LGA?,Not covered,,,,,sourced,S-1421,NL-336
sourced,ppa_change_request,Will changing my PPA cause any issues?,Not covered,,,,,sourced,S-0296,NL-337
sourced,ppa_change_request,Can I change my PPA even if I have changed it before?,Not covered,,,,,sourced,S-1421,NL-338
sourced,multiple_redeployment,Can I relocate again if I've already relocated before?,Partial,,,,,sourced,S-0974,NL-339
sourced,ppa_type_non_teaching,What areas are corps members normally posted to for their Place of Primary Assignment?,Not covered,,,,,sourced,S-1262,NL-340
sourced,ppa_type_non_teaching,Can corps members be posted outside the four key areas of national development?,Not covered,,,,,sourced,S-1263,NL-341
sourced,logistics_travel_to_camp,"When I leave camp, should I go home first or report to my PPA?",Not covered,,,,,sourced,S-1264,NL-342
sourced,ppa_accommodation,What happens if my PPA doesn't provide accommodation?,Not covered,,,,,sourced,S-1265,NL-343
sourced,monthly_clearance,What happens if I don't complete my LGA registration/clearance before going home?,Not covered,,,,,sourced,S-1266,NL-344
sourced,logistics_travel_to_camp,Will my PPA send a vehicle to pick me up from camp?,Not covered,,,,,sourced,S-1267,NL-345
sourced,stream_assignment,"Is Stream 2 a separate registration, or assigned after registering for the batch?",Covered,,,,,sourced,S-1268,NL-346
sourced,allowance_payment_issue,Will I have problems with my allowance if I don't complete my LGA clearance?,Not covered,,,,,sourced,S-0185,NL-347
sourced,camp_items_allowed,Can I take my laptop to camp if I'm posted to a faraway state and don't plan to return home immediately after camp?,Not covered,,,,,sourced,S-0160,NL-348
sourced,camp_kit,Does the shape of the neck of the white T-shirt matter?,Not covered,,,,,sourced,S-0002,NL-349
sourced,logistics_travel_to_camp,"After camp, should I go home first or report to my PPA?",Not covered,,,,,sourced,S-1272,NL-351
sourced,posting_influence,Can I take a request letter from a company to camp to influence where I am posted?,Not covered,,,,,sourced,S-1419,NL-352
sourced,posting_influence,Is it only Lagos camp that accepts request letters?,Not covered,,,,,sourced,S-1226,NL-353
sourced,relocation_general_process,"I was posted to Borno but camped in Nasarawa. After camp, will my PPA be in Nasarawa or Borno?",Partial,,,,,sourced,S-1275,NL-354
sourced,relocation_general_process,I was posted to Adamawa but asked to report to Taraba for camp. Will my PPA be in Taraba or Adamawa?,Partial,,,,,sourced,S-1276,NL-355
sourced,relocation_general_process,Can I redeploy to wherever I want after camp?,Partial,,,,,sourced,S-0732,NL-356
sourced,logistics_curfew_leaving,Can I apply for camp exit after registering in camp using a medical report?,Not covered,,,,,sourced,S-1277,NL-357
sourced,logistics_curfew_leaving,Do I still have to report to camp first if I want to obtain a camp exit?,Not covered,,,,,sourced,S-1278,NL-358
sourced,name_correction,Can I register / attend camp while a name correction is still pending?,Covered,,,,,sourced,S-1279,NL-359
sourced,name_correction,Can a name discrepancy actually prevent camp admission?,Covered,,,,,sourced,S-1280,NL-360
sourced,relocation_general_process,"After applying for relocation in camp, how do I know whether it was successful before PPA posting?",Partial,,,,,sourced,S-0249,NL-361
sourced,relocation_general_process,"If my relocation is successful, where do I report for PPA posting?",Partial,,,,,sourced,S-1257,NL-362
sourced,allowance_amount,Does OAU pay corps members any additional/token allowance?,Not covered,,,,,sourced,S-0128,NL-363
sourced,camp_items_allowed,Can I take food/drinks in breakable containers to camp?,Not covered,,,,,sourced,S-1282,NL-365
sourced,logistics_arrival_timing,Can I report to camp before the date written on my call-up letter?,Not covered,,,,,sourced,S-0165,NL-366
sourced,batch_stream_timing,Does Stream 1 vs 2 affect total length of service?,Not covered,,,,,sourced,S-0505,NL-367
sourced,logistics_general_experience,What activities can I join in camp that might help determine where I am posted?,Not covered,,,,,sourced,S-1285,NL-368
sourced,post_relocation_process,I relocated from Rivers to Lagos and printed my relocation letter. What is the next step?,Partial,,,,,sourced,S-0863,NL-369
sourced,relocation_general_process,I relocated to Abuja from Ekiti and my dashboard says I need State Coordinator clearance. Which State Coordinator?,Partial,,,,,sourced,S-0591,NL-370
sourced,relocation_general_process,What clearance do I need before I can print my relocation letter?,Partial,,,,,sourced,S-0420,NL-371
sourced,post_relocation_process,I relocated and my state code has changed but I have not seen my PPA on my dashboard. Will my LGA clearance be at the secretariat?,Not covered,,,,,sourced,S-0082,NL-372
sourced,name_correction,Can I still register for NYSC while waiting for a name correction to be effected?,Covered,,,,,sourced,S-1287,NL-373
sourced,waec_certificate_requirement,Will a discrepancy between my JAMB/school name and WAEC name affect NYSC?,Covered,,,,,sourced,S-1288,NL-374
sourced,ppa_type_non_teaching,What kinds of organisations can NYSC post me to for my PPA?,Not covered,,,,,sourced,S-1289,NL-375
sourced,ppa_private_sector,Can I be posted to a private company for my PPA?,Not covered,,,,,sourced,S-1290,NL-376
sourced,serve_at_current_workplace,I already work at a hospital. Can my MD write a request letter for me to take to camp so I can serve there?,Not covered,,,,,sourced,S-1291,NL-377
sourced,posting_influence,How do I work out my PPA if my organisation is already willing to write a request letter?,Not covered,,,,,sourced,S-1417,NL-378
sourced,ppa_rejection_reposting,I'm tired of my PPA / my reposting hasn't happened / can I reject NYSC posting for a private offer?,Not covered,,,,,sourced,S-0274,NL-379
sourced,ppa_rejection_reposting,I applied for PPA reposting at the local government secretariat but I haven't been reposted. What can I do?,Not covered,,,,,sourced,S-0297,NL-380
sourced,multiple_redeployment,"If I have relocated before, can I relocate back to another state again?",Partial,,,,,sourced,S-0974,NL-381
sourced,portal_open_registration_window,When will Batch B / Batch B II registration open?,Covered,,,,,sourced,S-1295,NL-382
sourced,logistics_arrival_timing,I just got my new call-up letter when I was already supposed to be in camp. Can I arrive a day late?,Not covered,,,,,sourced,S-0314,NL-383
sourced,stream_assignment,How does NYSC decide who goes to Stream 1 vs Stream 2?,Not covered,,,,,sourced,S-0159,NL-384
sourced,batch_stream_timing,Does being in Stream 2 mean you serve for less than one full year?,Not covered,,,,,sourced,S-0505,NL-385
sourced,post_relocation_process,"After relocation, do I need to return to the NYSC secretariat for bank-account/ID registration before my PPA appears?",Not covered,,,,,sourced,S-0082,NL-386
sourced,relocation_general_process,I have been relocated but I cannot print my relocation letter because the State Coordinator has not cleared me. What should I do?,Partial,,,,,sourced,S-0420,NL-387
sourced,batch_stream_timing,Can I register for Batch B Stream 1 while waiting for a name correction to be completed?,Covered,,,,,sourced,S-1300,NL-388
sourced,jamb_regularization,Part-time HND graduate who did JAMB regularisation and was mobilised -- can they serve?,Covered,,,,,sourced,S-1301,NL-389
sourced,prior_registration_history,"I registered for NYSC after my first degree but didn't go because I started Medicine. After completing Medicine, do I have to complete the first registration/service or can I serve with the new degree?",Not covered,,,,,sourced,S-1302,NL-390
sourced,ppa_private_sector,Can a corps member be posted to a private firm for PPA?,Not covered,,,,,sourced,S-1303,NL-391
sourced,ppa_registration_status,Is there a way to know which private firms in a city are registered with NYSC?,Not covered,,,,,sourced,S-0127,NL-392
sourced,ppa_type_non_teaching,Do they post corps members to Government House as a PPA?,Not covered,,,,,sourced,S-1305,NL-394
sourced,age_eligibility,"Can someone who's now 35, graduated in 2018, still serve?",Covered,,,,,sourced,S-1042,NL-395
sourced,discharge_certificate,How can I replace a lost NYSC discharge certificate?,Not covered,,,,,sourced,S-1307,NL-396
sourced,monthly_clearance,"Missing file at LGA -- can't complete monthly clearance, what can I do?",Not covered,,,,,sourced,S-1308,NL-397
sourced,callup_letter_access,I lost my NYSC call-up letter. How can I reprint it?,Partial,,,,,sourced,S-0547,NL-398
sourced,logistics_arrival_timing,"If I missed my original camp date because I got my new call-up letter late after redeployment, can I report a day late?",Not covered,,,,,sourced,S-0314,NL-399
sourced,portal_open_registration_window,When will NYSC registration begin for Batch B II 2025?,Covered,,,,,sourced,S-1311,NL-400
sourced,discharge_certificate,Please can anybody shed light on how to recover a lost NYSC discharge certificate?,Not covered,,,,,sourced,S-1312,NL-401
sourced,discharge_certificate,"A relative lost his NYSC certificate to armed robbers. Is there any hope of getting another one from NYSC, and what proof is required?",Not covered,,,,,sourced,S-1313,NL-402
sourced,monthly_clearance,I haven't gotten a PPA yet and monthly clearance is approaching. Will this affect me?,Not covered,,,,,sourced,S-1314,NL-403
sourced,monthly_clearance,Do I need my physical NYSC file at the secretariat to do monthly clearance?,Not covered,,,,,sourced,S-1315,NL-404
sourced,monthly_clearance,"If I miss one month of clearance, what happens to my service?",Not covered,,,,,sourced,S-1316,NL-405
sourced,monthly_clearance,My dashboard shows 13th month absent and my POP is coming up. Do I still need to do the monthly biometric clearance?,Not covered,,,,,sourced,S-1317,NL-406
sourced,callup_letter_access,"I am passing out and need my old NYSC call-up letter, but the option is no longer on my dashboard. How can I reprint it?",Partial,,,,,sourced,S-1318,NL-407
sourced,callup_letter_access,How can I reprint my call-up letter when only my Green Card is showing on the portal?,Partial,,,,,sourced,S-0492,NL-408
sourced,age_eligibility,Can someone who is 35 years old and graduated in 2018 still go for NYSC?,Not covered,,,,,sourced,S-1042,NL-409
sourced,age_eligibility,Turning 29 at graduation and don't want to serve -- can I postpone and go later?,Covered,,,,,sourced,S-0491,NL-410
sourced,postpone_defer_service,"How long can one defer NYSC service, and how do you defer it?",Not covered,,,,,sourced,S-1322,NL-411
sourced,stream_assignment,"Is Stream 2 registration a separate registration, or do we register for the batch and then get assigned a stream?",Not covered,,,,,sourced,S-1268,NL-412
sourced,jamb_name_mismatch,Name order differs between matriculation list and certificate -- will it affect NYSC?,Covered,,,,,sourced,S-1324,NL-413
sourced,profile_data_error,Gender listed as Male on JAMB/school records despite being female -- will this affect registration?,Covered,,,,,sourced,S-1325,NL-414
sourced,ppa_change_request,Is it possible to change my PPA after I have already spent more than a month there?,Not covered,,,,,sourced,S-1421,NL-415
sourced,ppa_change_request,"I have been posted to a school in Lagos, but I want a more suitable PPA. Can I change it?",Not covered,,,,,sourced,S-0623,NL-416
sourced,relocation_general_process,"I started my PPA in Lagos and already completed LGA documentation, but I have another place in Ibadan. What can I do?",Not covered,,,,,sourced,S-1328,NL-417
sourced,ppa_rejection_reposting,"I was given a PPA, rejected it, submitted a request letter for another PPA, but haven't been reposted. Can I still do my monthly clearance?",Not covered,,,,,sourced,S-0133,NL-418
sourced,post_relocation_process,My PPA hasn't appeared after relocation and my clearance is already showing absent. What should I do?,Not covered,,,,,sourced,S-1252,NL-419
sourced,serve_at_current_workplace,My company wants me to serve there. What letter should I collect from them -- an acceptance letter or a request letter?,Not covered,,,,,sourced,S-1331,NL-420
sourced,posting_influence,"If my company gives me a request letter, is it guaranteed that NYSC will post me there?",Not covered,,,,,sourced,S-0176,NL-421
sourced,serve_at_current_workplace,"If my company is in Abuja but I am posted to another state's orientation camp, can I submit the company's request letter there?",Not covered,,,,,sourced,S-1333,NL-422
sourced,monthly_clearance,"What exactly is CDS, and do I have to attend it every Wednesday?",Not covered,,,,,sourced,S-1334,NL-438
