seed_id,intent,question,answer,terminal,kind
S-0405,green_card_printing,I am revalidating and my dashboard says I have not been evaluated even though my documents are complete. What does that mean?,"It is an active processing-queue status rather than a rejection. Not evaluated means NYSC has not yet processed your registration against your school's Senate List and your payment, and it gates your slip, your batch and your deployment state until it clears.

If it persists unusually long, take it to your LGI or your State Coordinator in person. There is no official escalation route beyond that, and going in person is the common way to get a manual look at a stuck record.",yes,answer
S-0601,allowance_bank_account,Are we to open a new bank account for our allowance?,"Yes, a new one is mandatory during camp registration, and it is a requirement under NYSC's own bye laws rather than just what everybody happens to do. It replaces any existing personal account, and you will still be made to open a fresh one even if you already bank with the very bank they assign you.

It has to be a naira account at a CBN-licensed commercial bank, linked to your BVN. Fintech accounts like Opay, Kuda, Moniepoint or Palmpay are not accepted.",,answer
S-0602,allowance_bank_account,What bank would you recommend for receiving my NYSC allowance?,"You do not choose the bank, so there is no one to recommend. NYSC assigns it per camp and state from a pool of commercial banks.

Examples seen across recent batches include Access, UBA, Zenith, GTBank, First Bank and Fidelity. Which one you get is assigned to your platoon, so different platoons in the same camp often end up with different banks and yours will not necessarily match a friend's.",,answer
S-0747,allowance_bank_account,"How do I receive my allowance, does it go to my account rather than being handed out in camp?","It goes into the NYSC-linked account opened for you at camp registration, and that account is the only channel the monthly allowance is paid into. There is no physical handout of it.

What does get handed out physically in camp is a separate thing, a small cash payment made once, commonly called the transport or bicycle allowance, generally starting around day 12 to 18 and collected against your name.",,answer
S-0438,allowance_bank_account,I do not have a BVN. What happens when camp wants me to open the mandatory account?,"You will need to get a BVN first, through any commercial bank, because Nigerian banks generally cannot open a new account without one.

Do that before camp if you can, to avoid delays.",,answer
S-0934,allowance_bank_account,Can I receive my allowance if my account name differs slightly from my NYSC record?,"It can hold up your payment for weeks while it is investigated, even where the difference is slight.

Get it corrected through your bank branch and your LGI as early as you can, rather than waiting for a missed payment to be the thing that tells you.",,answer
S-0489,allowance_bank_account,My BVN birth year is different from my NIN birth year. Will that affect receiving or withdrawing my allowance?,"No, that on its own does not affect your allowance. NYSC's reference for your date of birth is your JAMB record rather than your NIN or your BVN, so a mismatch between those two does not stop you receiving or withdrawing.

What does hold up payment is a different mismatch, your account name not matching your BVN or your NYSC record, and that one gets corrected through your bank branch and your LGI.",,answer
S-0902,allowance_bank_account,Can NYSC pay my allowance into another person's account?,"NYSC does not do that intentionally. When it happens it is described as a technical glitch rather than a decision.

If it happens to you, report it and return the money. Keeping it risks being caught at final clearance, because bank statements are cross-checked, and the penalty is up to three months of service extension without pay.",,answer
S-0935,allowance_bank_account,My bank account was blocked. Will NYSC still pay my allowance?,"Start with your bank rather than your LGI, because a block is something only the bank can lift. Go to the branch and confirm the account is active, that your BVN is properly linked, and that there is no restriction or daily transaction limit sitting on it.

Then take what you find to your LGI, who can flag your record at the state secretariat and push it to the Director of Corps Welfare if it is not resolved quickly. The bank is where the block gets fixed, and the LGI is how NYSC's side of your payment record catches up with it.",,answer
S-0943,allowance_bank_account,My account details are correct but my allowance has not reflected.,"Then it is usually one of two things. Either something individual to your record, like a BVN mismatch or a late clearance submission from your PPA, or a batch-wide delay, which has repeatedly been a national funding problem hitting many corps members at once.

Report it to your LGI first. If it turns out to be systemic, your state secretariat's Finance or Accounts office will have more visibility on it.",,answer
S-0989,allowance_bank_account,Can my bank delay my allowance payment?,"Not usually, no. The delays that happen are either something individual to your record, like a BVN mismatch, or a batch-wide delay, which has repeatedly been a national funding problem rather than anything your bank did.",,answer
S-0005,revalidation,Will my data remain on the portal if I was mobilized but did not register?,"Yes, your data stays and there is no fresh registration to do. Being deployed and never attending camp is the exact revalidation scenario, so your record carries forward and re-enters you into the next batch once the window opens.",yes,answer
S-0212,revalidation,I was posted but never attended camp. Do I need revalidation or remobilization?,"Revalidation, not remobilization. The deciding factor is always whether you physically attended camp: never attended means revalidation, and attending camp or serving part of the year and then stopping means remobilization.

Revalidation re-enters you into the next batch without a fresh registration, and it is free.",yes,answer
S-0034,revalidation,"My name appeared on the Senate List but I never registered. Do I need revalidation, and how does it work?","Fresh registration, not revalidation. Revalidation exists to reactivate a registration you actually completed and that produced a call-up letter, so if you never got that far it is not your route.

You do not need your school to upload you again either. Your existing Senate List entry is still valid and fresh registration picks it up the same way it would for anybody else, so watch for the next registration window opening and register then.",yes,answer
S-0361,revalidation,Can I choose which later batch I revalidate into?,"No. You do not get to pick, it is whichever batch opens next when the portal reopens, so plan around that rather than waiting for a preferred one.",yes,answer
S-0056,revalidation,"Will my state change when I revalidate, or am I automatically reposted to the same state?","You cannot select your state during revalidation, NYSC deploys you through its standard system. Most people report keeping their original state, and a change is possible depending on slot availability at that point, so it is not something to plan around.

The revalidation itself is usually automatic once the portal reopens: your dashboard updates with a new call-up number and you reprint your call-up letter, with no documents to re-upload and no fingerprints to re-capture unless there is a data issue with your original record.",yes,answer
S-1377,revalidation,When is revalidation or remobilization done for those who did not report?,"Revalidation happens when the online registration portal reopens for a new batch, and it is usually automatic at that point.

Remobilization runs on a different schedule: it only goes through a portal NYSC opens periodically and announces per batch, applications outside the stated window are not accepted, and there is no standing date to check against.",,answer
S-0592,relocation_general_process,Which documents does the State Coordinator clearance itself require,,,block
S-0889,relocation_general_process,My relocation was approved but I have not received my acceptance letter,,,block
